Gress et al. 2026. Supplementary Material. Specimen-level patristic variance matrix.

,Acanthopathes_undulata_USNM99807,Allopathes_desbonni_USNM88327,Allopathes_sp_USNM1689376,Aphanipathes_verticillata_MTQG80075,Antipathes_aculeata_MTQG80032,Antipathes_falkorae_MTQG80067,Antipathes_arborea_MTQ77188,Antipathes_delicatula_MTQG77186,Antipathes_flabellum_INVM110519,Antipathes_simplex_MTQG80062,Antipathes_leptocrada_MTQG80066,Antipathes_caribbeana_USNM1122627,Stichopathes_sp_USNM1695049,Cirrhipathes_anguina_INVM110716,Antipathes_grandis_MTQG80005,Stichopathes_sp1_MTQG74923,Antipathes_fruticosa_MTQG80070,Stichopathes_flagellum_MTQG80013,Stichopathes_maldivensis_INVM251115,Antipathes_curvata_MTQG79996,Stichopathes_sp2_TMAGK4320,Rhipidipathes_helae_MTQG80117,Blastopathes_medusa_MTQ74924,Alternatipathes_mirabilis_USNM1070972,Alternatipathes_venusta_USNM1404492,Schizopathes_crassa_USNM78796,Diplopathes_antartica_NIWA38070,Lillipathes_lilliei_CAS179055,Bathypathes_platycaulus_NIWA4288,Dendropathes_sp_CAS223580,Alternatipathes_bipinnata_USNM1234554,Umbellapathes_sp_CAS223581,Bathypathes_cf_patula_NIWA4295,Telopathes_magna_USNM1204049,Stauropathes_staurocrada_USNM1071042,Bathypathes_pseudoalternata_MTQG80040,Bathypathes_pseudoalternata_NIWA64561,Hexapathes_bikofskii_MTQG80122,Heteropathes_americana_USNM1483032,Trissopathes_pseudotristicha_USNM1689265,Leiopathes_annosa_USNM1071405,Leiopathes_sp_USNM1606568,Asteriopathes_arachniformis_USNM1007096,Asteriopathes_colini_USNM1007092,Asteriopathes_arachniformis_MTQG80021,Pteridopathes_pinnata_USNM1007089,Pteridopathes_tanycrada_USNM1007091,Asteriopathes_colini_MTQG80153,Elatopathes_abietina_USNM1676346,Elatopathes_abietina_USNM1695054,Cupressopathes_abies_MTQG74918,Cupressopathes_sp_MTQG74917,Cupressopathes_simplex_NIWA19863,Tanacetipathes_cf_hirta_USNM1695043,Tanacetipathes_cf_tanacetum_USNM1695042,Stylopathes_columnaris_USNM1689097,Stylopathes_americana_USNM1659395,Stylopathes_americana_USNM1660446,Stylopathes_sp_USNM1689139,Antipathes_dendrochristos_USNM1467666,Stylopathes_sp3_MTQG80044,Stylopathes_sp2_MTQG80174,Stylopathes_sp1_MTQG74916,Eidikopathes_korallispongia_RSIOANT0048,Eidikopathes_korallispongia_RSIOANT0050,Eidikopathes_sylospongia_RSIOANT0051,Eidikopathes_sylospongia_RSIOANT0049,Eidikopathes_sylospongia_USNM1467600,Eidikopathes_zealandkorallia_NIWA180818,Anozopathes_hawaiiensis_USNM1010741,Anozopathes_palauensis_USNM1007104,Antipathes_dichotoma_NMNH1280884,Antipathes_dichotoma_UGSARD13,Aphanostichopathes_dissimilis_USNM1606539,Aphanipathes_cf_pedata_USNM1410008,Aphanipathes_puertoricoensis_USNM1660436,Aphanipathes_sarothamnoides_USNM1007094,Acanthopathes_humilis_USNM1484553
Antipathes_leptocrada_MTQG80066,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217
Antipathes_caribbeana_USNM1122627,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217
Stichopathes_sp_USNM1695049,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217
Cirrhipathes_anguina_INVM110716,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217
Antipathes_grandis_MTQG80005,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217
Stichopathes_sp1_MTQG74923,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217
Antipathes_fruticosa_MTQG80070,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217
Stichopathes_flagellum_MTQG80013,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217
Stichopathes_maldivensis_INVM251115,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217
Antipathes_curvata_MTQG79996,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217
Stichopathes_sp2_TMAGK4320,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217
Rhipidipathes_helae_MTQG80117,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217
Blastopathes_medusa_MTQ74924,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217
Alternatipathes_mirabilis_USNM1070972,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217
Alternatipathes_venusta_USNM1404492,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217
Schizopathes_crassa_USNM78796,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217
Diplopathes_antartica_NIWA38070,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217,0.0113902439255217
